,listing_id,f,t,popularity
535,2823378,31.0,334.0,0.08493150684931507
536,2831504,30.0,335.0,0.0821917808219178
537,2842124,224.0,141.0,0.6136986301369863
538,2843445,0.0,365.0,0.0
539,2843596,20.0,345.0,0.0547945205479452
540,2846739,28.0,337.0,0.07671232876712329
541,2848239,17.0,348.0,0.04657534246575343
542,2848330,28.0,337.0,0.07671232876712329
543,2848362,31.0,334.0,0.08493150684931507
544,2848370,19.0,346.0,0.052054794520547946
545,2848393,37.0,328.0,0.10136986301369863
546,2862120,346.0,19.0,0.947945205479452
547,2871079,117.0,248.0,0.32054794520547947
548,2872717,217.0,148.0,0.5945205479452055
549,2875267,245.0,120.0,0.6712328767123288
550,2880944,365.0,0.0,1.0
551,2881388,38.0,327.0,0.10410958904109589
552,2884903,117.0,248.0,0.32054794520547947
553,2886933,331.0,34.0,0.9068493150684932
554,2892825,11.0,354.0,0.030136986301369864
555,2898226,302.0,63.0,0.8273972602739726
556,2915595,259.0,106.0,0.7095890410958904
557,2915643,0.0,365.0,0.0
558,2916208,117.0,248.0,0.32054794520547947
559,2930663,102.0,263.0,0.27945205479452057
560,2931165,29.0,336.0,0.07945205479452055
561,2931271,29.0,336.0,0.07945205479452055
562,2931870,9.0,356.0,0.024657534246575342
563,2933661,0.0,365.0,0.0
564,2943804,30.0,335.0,0.0821917808219178
565,2943893,365.0,0.0,1.0
566,2947662,274.0,91.0,0.7506849315068493
567,2950175,365.0,0.0,1.0
568,2963419,86.0,279.0,0.2356164383561644
569,2998554,361.0,4.0,0.989041095890411
570,3006311,365.0,0.0,1.0
571,3012529,329.0,36.0,0.9013698630136986
572,3021446,63.0,302.0,0.1726027397260274
573,3021862,27.0,338.0,0.07397260273972603
574,3032367,365.0,0.0,1.0
575,3050565,86.0,279.0,0.2356164383561644
576,3052935,27.0,338.0,0.07397260273972603
577,3057116,7.0,358.0,0.019178082191780823
578,3060038,9.0,356.0,0.024657534246575342
579,3068453,66.0,299.0,0.18082191780821918
580,3069104,348.0,17.0,0.9534246575342465
581,3075044,6.0,359.0,0.01643835616438356
582,3079305,249.0,116.0,0.6821917808219178
583,3094942,365.0,0.0,1.0
584,3129309,55.0,310.0,0.1506849315068493
585,3131519,327.0,38.0,0.8958904109589041
586,3164650,116.0,249.0,0.3178082191780822
587,3166256,80.0,285.0,0.2191780821917808
588,3181719,47.0,318.0,0.12876712328767123
589,3182473,1.0,364.0,0.0027397260273972603
590,3182652,365.0,0.0,1.0
591,3193484,25.0,340.0,0.0684931506849315
592,3198169,189.0,176.0,0.5178082191780822
593,3229255,107.0,258.0,0.29315068493150687
594,3236496,277.0,88.0,0.7589041095890411
595,3250739,0.0,365.0,0.0
596,3250847,33.0,332.0,0.09041095890410959
597,3276286,167.0,198.0,0.4575342465753425
598,3278624,279.0,86.0,0.7643835616438356
599,3289921,336.0,29.0,0.9205479452054794
600,3294152,36.0,329.0,0.09863013698630137
601,3294775,90.0,275.0,0.2465753424657534
602,3302294,49.0,316.0,0.13424657534246576
603,3303497,365.0,0.0,1.0
604,3303860,12.0,353.0,0.03287671232876712
605,3309941,282.0,83.0,0.7726027397260274
606,3311675,24.0,341.0,0.06575342465753424
607,3318814,328.0,37.0,0.8986301369863013
608,3342094,180.0,185.0,0.4931506849315068
609,3342206,217.0,148.0,0.5945205479452055
610,3343428,320.0,45.0,0.8767123287671232
611,3344322,29.0,336.0,0.07945205479452055
612,3344639,298.0,67.0,0.8164383561643835
613,3351728,275.0,90.0,0.7534246575342466
614,3359170,1.0,364.0,0.0027397260273972603
615,3363097,32.0,333.0,0.08767123287671233
616,3371091,0.0,365.0,0.0
617,3377100,79.0,286.0,0.21643835616438356
618,3377871,116.0,249.0,0.3178082191780822
619,3389896,365.0,0.0,1.0
620,3392423,99.0,266.0,0.27123287671232876
621,3394437,158.0,207.0,0.4328767123287671
622,3401809,1.0,364.0,0.0027397260273972603
623,3410087,174.0,191.0,0.4767123287671233
624,3412990,74.0,291.0,0.20273972602739726
625,3414993,365.0,0.0,1.0
626,3415033,9.0,356.0,0.024657534246575342
627,3415245,331.0,34.0,0.9068493150684932
628,3415434,9.0,356.0,0.024657534246575342
